id	title	description	link	image_link	price	brand	availability	condition	item_group_id	color	size	product_type	shipping_weight	sku
MMXZJ2SQ33JFLRLL6DDIJLLA-pink-l	Jacquard Kurta | Designer Kurta for Men | Sydney - Pink / L	Jacquard Kurta A refined kurta for men, woven with intricate jacquard patterns — self-textured motifs built directly into the fabric for a rich, subtle shine without being overly ornate. Featuring all-over jacquard weaves through the body, with a mandarin or classic collar and button placket detailing, this kurta dress for men offers a sophisticated take on mens indian traditional wear for those who want texture and shine without heavy embellishment. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jacquard silk blend Neckline: Mandarin/classic collar Design Detail: Traditional jacquard weave, all-over self-textured pattern Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jacquard-kurta/MMXZJ2SQ33JFLRLL6DDIJLLA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/C4PA6ODUA5FZ4VTB52MSFKMV.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	MMXZJ2SQ33JFLRLL6DDIJLLA	Pink	L	Men's Kurta > Jacquard	0.6 kg	994773B
MMXZJ2SQ33JFLRLL6DDIJLLA-sky-blue-l	Jacquard Kurta | Designer Kurta for Men | Sydney - Sky Blue / L	Jacquard Kurta A refined kurta for men, woven with intricate jacquard patterns — self-textured motifs built directly into the fabric for a rich, subtle shine without being overly ornate. Featuring all-over jacquard weaves through the body, with a mandarin or classic collar and button placket detailing, this kurta dress for men offers a sophisticated take on mens indian traditional wear for those who want texture and shine without heavy embellishment. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jacquard silk blend Neckline: Mandarin/classic collar Design Detail: Traditional jacquard weave, all-over self-textured pattern Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jacquard-kurta/MMXZJ2SQ33JFLRLL6DDIJLLA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/YZEC4S2BCFHXX5OPTAEW2HBC.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	MMXZJ2SQ33JFLRLL6DDIJLLA	Sky Blue	L	Men's Kurta > Jacquard	0.6 kg	E751990
MMXZJ2SQ33JFLRLL6DDIJLLA-blue-xl	Jacquard Kurta | Designer Kurta for Men | Sydney - Blue / XL	Jacquard Kurta A refined kurta for men, woven with intricate jacquard patterns — self-textured motifs built directly into the fabric for a rich, subtle shine without being overly ornate. Featuring all-over jacquard weaves through the body, with a mandarin or classic collar and button placket detailing, this kurta dress for men offers a sophisticated take on mens indian traditional wear for those who want texture and shine without heavy embellishment. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jacquard silk blend Neckline: Mandarin/classic collar Design Detail: Traditional jacquard weave, all-over self-textured pattern Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jacquard-kurta/MMXZJ2SQ33JFLRLL6DDIJLLA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/OMTMZNZZD63ICQVSCCB2DB5N.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	MMXZJ2SQ33JFLRLL6DDIJLLA	Blue	XL	Men's Kurta > Jacquard	0.6 kg	Y927962
MMXZJ2SQ33JFLRLL6DDIJLLA-navy-blue-xl	Jacquard Kurta | Designer Kurta for Men | Sydney - Navy Blue / XL	Jacquard Kurta A refined kurta for men, woven with intricate jacquard patterns — self-textured motifs built directly into the fabric for a rich, subtle shine without being overly ornate. Featuring all-over jacquard weaves through the body, with a mandarin or classic collar and button placket detailing, this kurta dress for men offers a sophisticated take on mens indian traditional wear for those who want texture and shine without heavy embellishment. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jacquard silk blend Neckline: Mandarin/classic collar Design Detail: Traditional jacquard weave, all-over self-textured pattern Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jacquard-kurta/MMXZJ2SQ33JFLRLL6DDIJLLA	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/IOIT5C75UI7MOLKODU5SYNG7.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	MMXZJ2SQ33JFLRLL6DDIJLLA	Navy Blue	XL	Men's Kurta > Jacquard	0.6 kg	L061981
MWGM3U3AQ3YFNGBH35MIGXXR-beige-one-size	Basic Churidar with Zip & Pocket | Men's Pajama | Sydney - Beige / One Size	Basic Churidar with Zip & Pocket A comfortable, contemporary alternative to the traditional drawstring pajama — finished with an elastic waistband, zip opning, and side pocket for effortless, everyday wear. Tapered fit at the ankle, designed to pair seamlessly with any kurta. Fabric: Cotton silk Color: Maroon, Beige, Off-white Closure: Elastic waistband Fit: Straight Length: Full length Includes: Pajama only Care: Dry clean only Origin: Made in India Fit note: One-size with adjustable elastic waist Occasion: Pairs with any kurta — festive or daily wear	https://www.mantysdesicloset.com/product/basic-churidar-with-zip-pocket-and-elastic-/MWGM3U3AQ3YFNGBH35MIGXXR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/767FT6C73W5DYSD4ASGB7EDG.jpeg	29.99 AUD	Manty's Desi Closet	in_stock	new	MWGM3U3AQ3YFNGBH35MIGXXR	Beige	One Size	Men's Pajama > Basic Churidar (with zip, pocket, and elastic)	0.25 kg	4140405
MWGM3U3AQ3YFNGBH35MIGXXR-maroon-one-size	Basic Churidar with Zip & Pocket | Men's Pajama | Sydney - Maroon / One Size	Basic Churidar with Zip & Pocket A comfortable, contemporary alternative to the traditional drawstring pajama — finished with an elastic waistband, zip opning, and side pocket for effortless, everyday wear. Tapered fit at the ankle, designed to pair seamlessly with any kurta. Fabric: Cotton silk Color: Maroon, Beige, Off-white Closure: Elastic waistband Fit: Straight Length: Full length Includes: Pajama only Care: Dry clean only Origin: Made in India Fit note: One-size with adjustable elastic waist Occasion: Pairs with any kurta — festive or daily wear	https://www.mantysdesicloset.com/product/basic-churidar-with-zip-pocket-and-elastic-/MWGM3U3AQ3YFNGBH35MIGXXR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/OGCU56SAOABZ5ZH27JHWHRLO.jpeg	29.99 AUD	Manty's Desi Closet	in_stock	new	MWGM3U3AQ3YFNGBH35MIGXXR	Maroon	One Size	Men's Pajama > Basic Churidar (with zip, pocket, and elastic)	0.25 kg	786575P
MWGM3U3AQ3YFNGBH35MIGXXR-off-white-one-size	Basic Churidar with Zip & Pocket | Men's Pajama | Sydney - Off-white / One Size	Basic Churidar with Zip & Pocket A comfortable, contemporary alternative to the traditional drawstring pajama — finished with an elastic waistband, zip opning, and side pocket for effortless, everyday wear. Tapered fit at the ankle, designed to pair seamlessly with any kurta. Fabric: Cotton silk Color: Maroon, Beige, Off-white Closure: Elastic waistband Fit: Straight Length: Full length Includes: Pajama only Care: Dry clean only Origin: Made in India Fit note: One-size with adjustable elastic waist Occasion: Pairs with any kurta — festive or daily wear	https://www.mantysdesicloset.com/product/basic-churidar-with-zip-pocket-and-elastic-/MWGM3U3AQ3YFNGBH35MIGXXR	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/W4H7FDJZAWXAP6ZMHOYYTL7I.jpeg	29.99 AUD	Manty's Desi Closet	in_stock	new	MWGM3U3AQ3YFNGBH35MIGXXR	Off-white	One Size	Men's Pajama > Basic Churidar (with zip, pocket, and elastic)	0.25 kg	849458V
ORNDM5HSD75RDNB7HPPGMDW2-tassar-l	Tribal Art Kurta | Bengali Designer Kurta for Men | Sydney - Tassar / L	Tribal Art Thread Work Kurta A distinctive cotton kurta for men, featuring a tribal (warli-style) art panel across the chest, paired with intricate red thread embroidery — floral booti motifs scattered through the body, detailed embroidered borders along the sleeve cuffs, finished with a mandarin collar and classic button closure. This statement designer piece brings a unique artistic edge to our mens indian traditional wear collection, blending folk art with fine embroidery. Pairs beautifully with a matching beige/red churidar or dhoti for a complete festive dhoti kurta look. Fabric: Cotton silk Color: Beige/Tassar with tribal art print & red thread embroidery Neckline: Mandarin collar Design Detail: Tribal art panel (chest), red thread booti embroidery (body), front placket Sleeves: Full sleeve, embroidered cuff borders Includes: Kurta only (pairs with our beige/red churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations	https://www.mantysdesicloset.com/product/tribal-art-kurta/ORNDM5HSD75RDNB7HPPGMDW2	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/AKYRBHTLRXHGCN44VZQKR4YT.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	ORNDM5HSD75RDNB7HPPGMDW2	Tassar	L	Men's Kurta > Tribal Art	0.6 kg	1062673
QTFI3FJJUTQUDF57BHHLT6UP-pista-green-m	Everyday Kurta | Cotton Kurta for Men, Ethnic Wear | Sydney - Pista Green / M	Everyday Kurta A comfortable, versatile cotton kurta for men, designed for effortless everyday wear — featuring an all-over woven butti (small motif) pattern throughout the fabric, with a mandarin collar and classic button placket for a clean, understated finish. This kurta for men is a wardrobe staple, equally suited to daily comfort or a smart festive touch when the occasion calls for it. Pairs beautifully with a matching churidar or punjabi kurta pajama styling for easy daily wear, or dress it up as part of a complete mens indian traditional wear ensemble for festive occasions. Fabric: Cotton silk Neckline: Mandarin collar Design Detail: All-over woven butti pattern, contrast collar and placket trim Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or pajama — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, everyday wear, semi-formal occasions, celebrations	https://www.mantysdesicloset.com/product/everyday-kurta/QTFI3FJJUTQUDF57BHHLT6UP	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/S7FCDXDKIUMENM4XG66WZRGI.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	QTFI3FJJUTQUDF57BHHLT6UP	Pista Green	M	Men's Kurta > Everyday Kurta	0.6 kg	5861227
QTFI3FJJUTQUDF57BHHLT6UP-sky-blue-m	Everyday Kurta | Cotton Kurta for Men, Ethnic Wear | Sydney - Sky Blue / M	Everyday Kurta A comfortable, versatile cotton kurta for men, designed for effortless everyday wear — featuring an all-over woven butti (small motif) pattern throughout the fabric, with a mandarin collar and classic button placket for a clean, understated finish. This kurta for men is a wardrobe staple, equally suited to daily comfort or a smart festive touch when the occasion calls for it. Pairs beautifully with a matching churidar or punjabi kurta pajama styling for easy daily wear, or dress it up as part of a complete mens indian traditional wear ensemble for festive occasions. Fabric: Cotton silk Neckline: Mandarin collar Design Detail: All-over woven butti pattern, contrast collar and placket trim Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or pajama — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, everyday wear, semi-formal occasions, celebrations	https://www.mantysdesicloset.com/product/everyday-kurta/QTFI3FJJUTQUDF57BHHLT6UP	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/E5C2MM4EK4RMMO2LTOXN7UJS.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	QTFI3FJJUTQUDF57BHHLT6UP	Sky Blue	M	Men's Kurta > Everyday Kurta	0.6 kg	331889G
QTFI3FJJUTQUDF57BHHLT6UP-blue-l	Everyday Kurta | Cotton Kurta for Men, Ethnic Wear | Sydney - Blue / L	Everyday Kurta A comfortable, versatile cotton kurta for men, designed for effortless everyday wear — featuring an all-over woven butti (small motif) pattern throughout the fabric, with a mandarin collar and classic button placket for a clean, understated finish. This kurta for men is a wardrobe staple, equally suited to daily comfort or a smart festive touch when the occasion calls for it. Pairs beautifully with a matching churidar or punjabi kurta pajama styling for easy daily wear, or dress it up as part of a complete mens indian traditional wear ensemble for festive occasions. Fabric: Cotton silk Neckline: Mandarin collar Design Detail: All-over woven butti pattern, contrast collar and placket trim Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or pajama — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, everyday wear, semi-formal occasions, celebrations	https://www.mantysdesicloset.com/product/everyday-kurta/QTFI3FJJUTQUDF57BHHLT6UP	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/3FDPK5VIZ5ZKUA36BCKG2Z7K.jpeg	49.99 AUD	Manty's Desi Closet	in_stock	new	QTFI3FJJUTQUDF57BHHLT6UP	Blue	L	Men's Kurta > Everyday Kurta	0.6 kg	3026942
WLLKGPH75TCMV3PGCY6HNKG3-black-m	Jamdani Kurta | Bengali Handwoven Kurta for Men | Sydney - Black / M	Jamdani Kurta A finely handwoven Bengali kurta, crafted using the traditional Jamdani technique — intricate motifs woven directly into the fabric rather than embroidered on top, resulting in a light, breathable weave with a subtle, elegant texture. Featuring geometric/floral/paisley Jamdani patterns through the body, with a mandarin collar and classic button closure, this kurta for men celebrates authentic Bengali heritage craftsmanship within our mens indian traditional wear collection. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jamdani cotton Neckline: Mandarin collar Design Detail: Traditional handwoven Jamdani motifs, woven throughout the fabric Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jamdani-kurta/WLLKGPH75TCMV3PGCY6HNKG3	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/ZVSXGB474TU4L2VMRQC3DRSA.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	WLLKGPH75TCMV3PGCY6HNKG3	Black	M	Men's Kurta > Jamdani	0.6 kg	G434329
WLLKGPH75TCMV3PGCY6HNKG3-white-l	Jamdani Kurta | Bengali Handwoven Kurta for Men | Sydney - White / L	Jamdani Kurta A finely handwoven Bengali kurta, crafted using the traditional Jamdani technique — intricate motifs woven directly into the fabric rather than embroidered on top, resulting in a light, breathable weave with a subtle, elegant texture. Featuring geometric/floral/paisley Jamdani patterns through the body, with a mandarin collar and classic button closure, this kurta for men celebrates authentic Bengali heritage craftsmanship within our mens indian traditional wear collection. Pairs beautifully with a matching churidar or dhoti for a complete festive dhoti kurta look. Fabric: Jamdani cotton Neckline: Mandarin collar Design Detail: Traditional handwoven Jamdani motifs, woven throughout the fabric Sleeves: Full sleeve Includes: Kurta only (pairs with our churidar or dhoti — sold separately) Care: Dry clean only Origin: Made in India Occasion: Festive, weddings, celebrations, semi-formal wear	https://www.mantysdesicloset.com/product/jamdani-kurta/WLLKGPH75TCMV3PGCY6HNKG3	https://156130051.cdn6.editmysite.com/uploads/1/5/6/1/156130051/DUVHFFB6JAXC5XXXZCLEO3KU.jpeg	74.99 AUD	Manty's Desi Closet	in_stock	new	WLLKGPH75TCMV3PGCY6HNKG3	White	L	Men's Kurta > Jamdani	0.6 kg	306493G
